goldcool, 268,5,
23001,50,1,0,2,
23002,50,1,0,2,
23003,50,1,0,2,
23004,50,1,0,2,
23005,50,1,0,2,
23006,50,1,0,2,
23007,50,1,0,2,
23008,1,200,0,2,
23009,50,1,0,2,
23010,50,1,0,2,
23011,50,1,0,2,
23012,50,1,0,2,
23013,50,1,0,2,
23014,50,1,0,2,
23015,50,1,0,2,
23016,50,1,0,2,
23017,50,1,0,2,
23018,50,1,0,2,
23019,50,1,0,2,
23020,50,1,0,2,
23021,50,1,0,2,
23022,50,1,0,2,
23023,50,1,0,2,
23024,50,1,0,2,
23025,50,1,0,2,
23026,1,200,0,2,
23027,50,2,0,2,
23028,50,2,0,2,
23029,50,2,0,2,
23030,500,100,0,2,
23031,500,100,0,2,
23032,50,1,0,2,
23033,50,1,0,2,
23034,1,200,0,2,
23035,1,200,0,2,
23036,50,1,0,2,
23037,500,100,0,2,
23038,500,100,0,2,
23039,500,100,0,2,
23040,50,2,0,2,
23041,50,1,0,2,
23042,50,2,0,2,
23043,1,200,0,2,
23044,50,1,0,2,
23045,5,5,0,2,
23046,5,10,0,2,
23047,5,20,0,2,
23048,5,30,0,2,
23049,5,50,0,2,
23050,5,80,0,2,
23051,5,100,1,2,
23052,5,100,2,2,
23053,5,100,3,2,
23054,5,100,4,2,
23055,5,5,0,2,
23056,5,10,0,2,
23057,5,20,0,2,
23058,5,30,0,2,
23059,5,50,0,2,
23060,5,80,0,2,
23061,5,100,1,2,
23062,5,100,2,2,
23063,5,100,3,2,
23064,5,100,4,2,
23065,50,2,0,2,
23075,50,1,0,2,
23076,50,1,0,2,
23077,50,1,0,2,
23078,50,1,0,2,
23079,50,1,0,2,
23080,50,1,0,2,
23081,50,1,0,2,
23082,50,1,0,2,
23083,50,1,0,2,
23084,50,1,0,2,
23085,50,1,0,2,
23086,50,1,0,2,
23087,50,1,0,2,
23088,50,1,0,2,
23089,50,1,0,2,
23090,50,1,0,2,
23091,50,1,0,2,
23092,50,1,0,2,
23093,50,1,0,2,
23094,50,1,0,2,
23095,50,1,0,2,
23096,50,1,0,2,
23097,50,1,0,2,
23098,50,1,0,2,
23099,50,2,0,2,
23100,50,1,0,2,
23101,50,1,0,2,
23102,50,1,0,2,
23103,50,1,0,2,
23104,50,1,0,2,
23105,50,1,0,2,
23106,50,1,0,2,
23107,50,1,0,2,
23108,50,1,0,2,
23109,50,1,0,2,
23110,50,1,0,2,
23111,50,1,0,2,
23112,50,1,0,2,
23113,50,1,0,2,
23114,50,2,0,2,
23115,50,1,0,2,
23116,50,1,0,2,
23117,50,1,0,2,
23118,50,1,0,2,
23119,50,1,0,2,
23121,20,2,0,2,
23122,20,4,0,2,
23123,20,6,0,2,
23124,20,8,0,2,
23125,20,10,0,2,
23126,20,15,0,2,
23127,20,20,0,2,
23128,20,25,0,2,
23129,20,30,0,2,
23130,20,40,0,2,
23131,1,0,3,3,
