goldcool, 1606,25,
201,1,5002,1,29131,5,9001,1,100,100000,0,0,5001,0,2,280,0,0,5,5005,0,10000,0,-1,-1,
201,1,5002,1,23003,4,9001,1,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
201,1,5002,1,23001,4,9001,1,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
202,1,5003,1,29131,5,9001,1,100,100000,0,0,5001,0,2,280,0,0,5,5006,0,10000,0,-1,-1,
202,1,5003,1,23015,4,9001,1,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
202,1,5003,1,23003,4,9001,1,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
203,1,5004,1,29131,5,9001,1,100,100000,0,0,5001,0,2,280,0,0,5,5007,0,10000,0,-1,-1,
203,1,5004,1,23015,4,9001,1,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
203,1,5004,1,23001,4,9001,1,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
204,1,5011,1,29111,10,9001,2,100,100000,0,0,5001,0,2,280,0,0,5,5014,0,10000,0,-1,-1,
204,1,5011,1,29112,10,9001,2,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
204,1,5011,1,29131,5,9001,2,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
204,1,5011,1,29132,3,9001,2,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
205,1,5012,1,29111,10,9001,2,100,100000,0,0,5001,0,2,280,0,0,5,5015,0,10000,0,-1,-1,
205,1,5012,1,29112,10,9001,2,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
205,1,5012,1,29131,5,9001,2,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
205,1,5012,1,29132,3,9001,2,100,100000,0,0,0,0,2,280,0,0,5,0,0,0,0,-1,-1,
206,1,5013,1,29111,10,9001,2,100,100000,0,0,5001,0,2,280,0,0,5,5016,0,10000,0,-1,-1,
