goldcool, 543, 26 
1001,5,101,21101,21101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western",42,"Enhance %s Skill",1,
1002,5,101,21102,21102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flourish",42,"Enhance %s Skill",1,
1003,5,101,21103,21103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Demon",42,"Enhance %s Skill",1,
1004,30,101,21101,21101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western",42,"Enhance %s Skill",1,
1005,30,101,21102,21102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flourish",42,"Enhance %s Skill",1,
1006,30,101,21103,21103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Demon",42,"Enhance %s Skill",1,
1007,45,101,21201,21201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grey",42,"Enhance %s Skill",1,
1008,45,101,21202,21202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lone",42,"Enhance %s Skill",1,
1009,45,101,21203,21203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dare",42,"Enhance %s Skill",1,
1010,60,101,21301,21301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fairy",42,"Enhance %s Skill",1,
1011,60,101,21302,21302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Elf",42,"Enhance %s Skill",1,
1012,60,101,21303,21303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shade",42,"Enhance %s Skill",1,
1013,75,101,21401,21401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sober",42,"Enhance %s Skill",1,
1014,75,101,21402,21402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gloom",42,"Enhance %s Skill",1,
1015,75,101,21403,21403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ground",42,"Enhance %s Skill",1,
