goldcool, 24,8,
2121,60,100000,4,2157,20,2145,2133,
2122,60,100000,4,2158,20,2146,2134,
2123,60,100000,4,2159,20,2147,2135,
2124,60,100000,4,2160,20,2148,2136,
2125,60,100000,4,2161,20,2149,2137,
2126,60,100000,4,2162,20,2150,2138,
2127,60,100000,4,2163,20,2151,2139,
2128,60,100000,4,2164,20,2152,2140,
2129,60,100000,4,2165,20,2153,2141,
2130,60,100000,4,2166,20,2154,2142,
2131,60,100000,4,2167,20,2155,2143,
2132,60,100000,4,2168,20,2156,2144,
2169,60,100000,100,2181,100,2181,2181,
2170,60,100000,100,2182,100,2182,2182,
2171,60,100000,100,2183,100,2183,2183,
2172,60,100000,100,2184,100,2184,2184,
2173,60,100000,100,2185,100,2185,2185,
2174,60,100000,100,2186,100,2186,2186,
2175,60,100000,100,2187,100,2187,2187,
2176,60,100000,100,2188,100,2188,2188,
2177,60,100000,100,2189,100,2189,2189,
2178,60,100000,100,2190,100,2190,2190,
2179,60,100000,100,2191,100,2191,2191,
2180,60,100000,100,2192,100,2192, 2192 

