goldcool, 10,34,
27102,"Double Hit",1,0,40,1,2,1,-1,0,189,194,0,50,0,50,200,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,3,80,
27102,"Double Hit",2,0,60,1,2,1,-1,0,76,81,0,60,0,51,400,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2,80,
27102,"Double Hit",3,0,80,1,2,1,-1,0,84,89,0,70,0,52,600,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2,80,
27102,"Double Hit",4,0,100,1,2,1,-1,0,95,100,0,80,0,53,800,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2,80,
27102,"Double Hit",5,0,120,1,2,1,-1,0,130,135,0,90,0,54,1000,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2,80,
27102,"Double Hit",6,0,140,1,2,1,-1,0,140,145,0,100,0,55,1200,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2,80,
27102,"Double Hit",7,0,160,1,2,1,-1,0,147,152,0,110,0,56,1400,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2,80,
27102,"Double Hit",8,0,180,1,2,1,-1,0,177,182,0,120,0,57,1600,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2,80,
27102,"Double Hit",9,0,200,1,2,1,-1,0,183,188,0,130,0,58,1800,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2,80,
27102,"Double Hit",10,0,220,1,2,1,-1,0,189,194,0,140,0,59,2000,0,0,1,1006,0,0,1007,0,0,1,0,57,10,59,10,2, 80 
