goldcool, 182,8,
25264,70,200,25049,25468,100,0,0,
25265,70,200,25050,25469,100,0,0,
25267,70,200,25052,25471,100,0,0,
25268,70,200,25053,25472,100,0,0,
25269,70,200,25054,25473,100,0,0,
25230,70,200,25049,25468,100,0,0,
25231,70,200,25050,25469,100,0,0,
25233,70,200,25052,25471,100,0,0,
25234,70,200,25053,25472,100,0,0,
25235,70,200,25054,25473,100,0,0,
25343,30,200,25217,25475,200,0,0,
25344,30,200,25218,25476,200,0,0,
25346,30,200,25219,25477,200,0,0,
25347,30,200,25220,25478,200,0,0,
25348,30,200,25221,25479,200,0,0,
25106,30,200,25217,25475,200,0,0,
25107,30,200,25218,25476,200,0,0,
25109,30,200,25219,25477,200,0,0,
25110,30,200,25220,25478,200,0,0,
25111,30,200,25221,25479,200,0,0,
25094,70,200,25349,25416,100,0,0,
25095,70,200,25350,25417,100,0,0,
25096,70,200,25352,25419,100,0,0,
25097,70,200,25353,25420,100,0,0,
25098,70,200,25354,25421,100,0,0,
25322,70,200,25349,25416,100,0,0,
25323,70,200,25350,25417,100,0,0,
25324,70,200,25352,25419,100,0,0,
25325,70,200,25353,25420,100,0,0,
25326,70,200,25354,25421,100,0,0,
25244,30,200,25330,25422,200,0,0,
25245,30,200,25331,25423,200,0,0,
25246,30,200,25333,25425,200,0,0,
25247,30,200,25334,25426,200,0,0,
25248,30,200,25335,25427,200,0,0,
25355,30,200,25330,25422,200,0,0,
25356,30,200,25331,25423,200,0,0,
25358,30,200,25333,25425,200,0,0,
25359,30,200,25334,25426,200,0,0,
25360,30,200,25335,25427,200,0,0,
25480,70,200,600,604,100,0,0,
25481,70,200,601,605,100,0,0,
25482,70,200,602,606,100,0,0,
25483,70,200,603,607,100,0,0,
25484,70,200,608,612,100,0,0,
25485,70,200,609,613,100,0,0,
25486,70,200,610,614,100,0,0,
25487,70,200,611,615,100,0,0,
25232,70,200,25051,25470,100,0,0,
25266,70,200,25051,25470,100,0,0,
25468,40,200,25475,25217,150,0,0,
25469,40,200,25476,25218,150,0,0,
25471,40,200,25477,25219,150,0,0,
25472,40,200,25478,25220,150,0,0,
25473,40,200,25479,25221,150,0,0,
25049,40,200,25475,25217,150,0,0,
25050,40,200,25476,25218,150,0,0,
25052,40,200,25477,25219,150,0,0,
25053,40,200,25478,25220,150,0,0,
25054,40,200,25479,25221,150,0,0,
25349,40,200,25330,25422,150,0,0,
25350,40,200,25331,25423,150,0,0,
25352,40,200,25333,25425,150,0,0,
25353,40,200,25334,25426,150,0,0,
25354,40,200,25335,25427,150,0,0,
25416,40,200,25330,25422,150,0,0,
25417,40,200,25331,25423,150,0,0,
25419,40,200,25333,25425,150,0,0,
25420,40,200,25334,25426,150,0,0,
25421,40,200,25335,25427,150,0,0,
25070,30,200,25100,616,200,0,0,
25071,30,200,25101,617,200,0,0,
25072,30,200,25102,618,200,0,0,
25073,30,200,25103,619,200,0,0,
25074,30,200,25104,620,200,0,0,
25184,10,200,25289,621,3000,0,0,
25185,10,200,25290,622,3000,0,0,
25186,10,200,25291,623,3000,0,0,
25187,10,200,25292,624,3000,0,0,
25188,10,200,25293,625,3000,0,0,
636,30,200,25178,626,200,0,0,
25112,30,200,25179,627,200,0,0,
25113,30,200,25180,628,200,0,0,
25114,30,200,25181,629,200,0,0,
25115,30,200,25182,630,200,0,0,
25276,10,200,25040,631,3000,0,0,
25277,10,200,25041,632,3000,0,0,
25278,10,200,25042,633,3000,0,0,
25279,10,200,25043,634,3000,0,0,
25280,10,200,25044,635,3000,0,0,
25100,20,200,25289,621,4000,0,0,
25101,20,200,25290,622,4000,0,0,
