goldcool, 61,2,
0,20029
0,20008
0,20009
0,20042
0,20015
0,20016
0,20017
0,20045
0,20048
0,20012
0,20051
0,20054
0,20057
0,20060
0,20062
0,20091
0,20093
0,20094
0,20096
0,20097
0,20099
0,20001
0,20071
0,20002
0,20072
0,20003
0,20073
0,20074
0,20075
0,20076
0,20077
0,20078
0,20079
0,20080
1,20007
1,20011
1,20013
1,20043
1,20022
1,20046
1,20049
1,20052
1,20055
1,20058
1,20061
1,20092
1,20095
1,20098
1,20004
1,20081
1,20005
1,20082
1,20006
1,20083
1,20084
1,20085
1,20086
1,20087
1,20088
1,20089
1,20090
