goldcool, 12,10,职业，资质值，//物攻资质	物防资质	魔攻资质	魔防资质	命中资质	躲闪资质	行动资质	HP资质	MP资质
1,100,200,300,400,500,600,700,800,900,
2,100,200,300,400,500,600,700,800,900,
3,100,200,300,400,500,600,700,800,900,
4,100,200,300,400,500,600,700,800,900,
5,100,200,300,400,500,600,700,800,900,
6,100,200,300,400,500,600,700,800,900,
7,100,200,300,400,500,600,700,800,900,
8,100,200,300,400,500,600,700,800,900,
9,100,200,300,400,500,600,700,800,900,
10,100,200,300,400,500,600,700,800,900,
11,100,200,300,400,500,600,700,800,900,
12,100,200,300,400,500,600,700,800,900,

