goldcool, 110, 26 
10020,10,105,1,18,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Valorous",21,"Min ATK + %d ",0,
10021,20,105,18,30,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Sharp",21,"Min ATK + %d ",0,
10022,30,105,30,44,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Bold",21,"Min ATK + %d ",0,
10023,40,105,44,57,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Fearless",21,"Min ATK + %d ",0,
10024,50,105,57,70,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Vanward ",21,"Min ATK + %d ",0,
10025,60,105,70,85,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Valiant",21,"Min ATK + %d ",0,
10026,70,105,85,100,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Scarred",21,"Min ATK + %d ",0,
10027,80,105,100,110,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Heroic",21,"Min ATK + %d ",0,
10028,90,105,110,125,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Berserk",21,"Min ATK + %d ",0,
10029,100,105,125,140,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,"Martial",21,"Min ATK + %d ",0,
10030,10,106,1,18,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Valorous",22,"Max ATK + %d ",0,
10031,20,106,18,30,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Sharp",22,"Max ATK + %d ",0,
10032,30,106,30,44,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Bold",22,"Max ATK + %d ",0,
10033,40,106,44,57,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Fearless",22,"Max ATK + %d ",0,
10034,50,106,57,70,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Vanward ",22,"Max ATK + %d ",0,
10035,60,106,70,85,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Valiant",22,"Max ATK + %d ",0,
10036,70,106,85,100,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Scarred",22,"Max ATK + %d ",0,
10037,80,106,100,110,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Heroic",22,"Max ATK + %d ",0,
10038,90,106,110,125,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Berserk",22,"Max ATK + %d ",0,
10039,100,106,125,140,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"Martial",22,"Max ATK + %d ",0,
10040,10,107,1,18,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Inspirational",19,"Min MA + %d ",0,
10041,20,107,18,30,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Redemptive",19,"Min MA + %d ",0,
10042,30,107,30,44,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Apollo",19,"Min MA + %d ",0,
10043,40,107,44,57,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Meditative",19,"Min MA + %d ",0,
10044,50,107,57,70,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Wise",19,"Min MA + %d ",0,
10045,60,107,70,85,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Miraculous",19,"Min MA + %d ",0,
10046,70,107,85,100,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Buddhist",19,"Min MA + %d ",0,
10047,80,107,100,110,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Taoist",19,"Min MA + %d ",0,
10048,90,107,110,125,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Idyllic",19,"Min MA + %d ",0,
10049,100,107,125,140,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Celestial",19,"Min MA + %d ",0,
10050,10,107,1,18,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Inspirational",20,"Max MA + %d ",0,
10051,20,107,18,30,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Redemptive",20,"Max MA + %d ",0,
10052,30,107,30,44,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Apollo",20,"Max MA + %d ",0,
10053,40,107,44,57,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Meditative",20,"Max MA + %d ",0,
10054,50,107,57,70,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Wise",20,"Max MA + %d ",0,
10055,60,107,70,85,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Miraculous",20,"Max MA + %d ",0,
10056,70,107,85,100,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Buddhist",20,"Max MA + %d ",0,
10057,80,107,100,110,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Taoist",20,"Max MA + %d ",0,
10058,90,107,110,125,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Idyllic",20,"Max MA + %d ",0,
10059,100,107,125,140,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Celestial",20,"Max MA + %d ",0,
10060,10,108,1,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Inspirational",27,"Crt ATK + %d ",0,
10061,20,108,2,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Redemptive",27,"Crt ATK + %d ",0,
10062,30,108,3,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Apollo",27,"Crt ATK + %d ",0,
10063,40,108,4,5,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Meditative",27,"Crt ATK + %d ",0,
10064,50,108,5,6,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Wise",27,"Crt ATK + %d ",0,
10065,60,108,6,7,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Miraculous",27,"Crt ATK + %d ",0,
10066,70,108,7,8,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Buddhist",27,"Crt ATK + %d ",0,
10067,80,108,8,9,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Taoist",27,"Crt ATK + %d ",0,
10068,90,108,9,10,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Idyllic",27,"Crt ATK + %d ",0,
10069,100,108,10,11,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Celestial",27,"Crt ATK + %d ",0,
10070,10,109,1,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Inspirational",28,"Crt Skill + %d ",0,
10071,20,109,2,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Redemptive",28,"Crt Skill + %d ",0,
10072,30,109,3,4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Apollo",28,"Crt Skill + %d ",0,
10073,40,109,4,5,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Meditative",28,"Crt Skill + %d ",0,
10074,50,109,5,6,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Wise",28,"Crt Skill + %d ",0,
10075,60,109,6,7,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Miraculous",28,"Crt Skill + %d ",0,
10076,70,109,7,8,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Buddhist",28,"Crt Skill + %d ",0,
10077,80,109,8,9,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Taoist",28,"Crt Skill + %d ",0,
10078,90,109,9,10,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Idyllic",28,"Crt Skill + %d ",0,
10079,100,109,10,11,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Celestial",28,"Crt Skill + %d ",0,
10080,10,113,3,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Inspirational",17,"Attack Priority + %d ",0,
10081,20,113,3,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Redemptive",17,"Attack Priority + %d ",0,
10082,30,113,3,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Apollo",17,"Attack Priority + %d ",0,
