goldcool, 23,5,
1,600,604800,60,0,
2,601,604800,80,0,
3,602,604800,80,0,
4,603,604800,80,9,
5,604,604800,80,9,
6,605,604800,80,9,
7,606,604800,100,19,
8,607,604800,100,19,
9,814,604800,100,19,
10,608,604800,120,29,
11,609,604800,100,29,
12,610,604800,120,29,
13,611,604800,100,39,
14,612,604800,120,39,
15,817,604800,120,39,
16,613,604800,110,49,
17,614,604800,130,49,
18,615,604800,120,49,
19,616,604800,120,59,
20,617,604800,140,59,
21,618,604800,140,59,
22,619,604800,130,69,
23,620,604800,130, 69 

