goldcool, 10,41,
6005,"Bound",1,0,0,1,2,1,-1,2,0,0,0,0,0,0,0,0,70,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",2,0,0,2,2,1,-1,3,0,0,0,0,0,0,0,0,70,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",3,0,0,3,2,1,-1,3,0,0,0,0,0,0,0,0,70,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",4,0,0,4,2,1,-1,3,0,0,0,0,0,0,0,0,70,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",5,0,0,5,2,1,-1,3,0,0,0,0,0,0,0,0,70,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",6,0,0,6,2,1,-1,3,0,0,0,0,0,0,0,0,70,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",7,0,0,7,2,1,-1,3,0,0,0,0,0,0,0,0,70,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",8,0,0,8,2,1,-1,3,0,0,0,0,0,0,0,0,70,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",9,0,0,1,2,1,-1,3,0,0,0,0,0,0,0,0,500,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0,0,
6005,"Bound",10,0,0,10,2,1,-1,4,0,0,0,0,0,0,0,0,50,12,1034,1033,1036,1035,1035,0,-1,0,57,0,59,0,1,80,0,0,-1,0,0,0, 0 
