goldcool, 10,41,
6003,"Healing",1,0,0,1,2,1,0,0,0,0,130,0,0,88,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",2,0,0,1,2,1,0,0,0,0,170,0,0,94,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",3,0,0,1,2,1,0,0,0,0,210,0,0,100,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",4,0,0,1,2,1,0,0,0,0,250,0,0,106,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",5,0,0,1,2,1,0,0,0,0,290,0,0,112,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",6,0,0,1,2,1,0,0,0,0,330,0,0,118,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",7,0,0,1,2,1,0,0,0,0,370,0,0,124,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",8,0,0,1,2,1,0,0,0,0,410,0,0,130,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",9,0,0,1,2,1,0,0,0,0,450,0,0,136,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0,0,
6003,"Healing",10,0,0,1,2,1,0,0,0,0,490,0,0,142,0,0,0,12,1038,1037,1040,1039,0,0,1,0,56,15,58,-10,1,80,0,0,100,0,0,0, 0 
