goldcool, 72, 12 
1,0,60,-5,0,0,0,0,1,1,0,0,
2,1,60,-5,0,0,0,0,1,1,0,0,
1,0,60,-5,0,0,0,0,1,1,0,0,
2,1,60,-5,0,0,0,0,1,1,0,0,
1,0,60,-5,0,0,0,0,1,1,0,0,
1,2,60,-5,0,0,0,3,0,1,1001,1,
1,0,60,-8,0,0,0,0,0,0,0,0,
2,1,60,-8,0,0,0,0,0,0,0,0,
1,0,60,-8,0,0,0,0,0,0,0,0,
2,1,60,-8,0,0,0,0,0,0,0,0,
1,0,60,-8,0,0,0,0,0,0,0,0,
1,2,60,-8,0,0,0,0,0,0,1001,1,
1,0,60,-10,0,0,0,0,0,0,0,0,
2,1,60,-10,0,0,0,0,0,0,0,0,
1,0,60,-10,0,0,0,0,0,0,0,0,
2,1,60,-10,0,0,0,0,0,0,0,0,
1,0,60,-10,0,0,0,0,0,0,0,0,
1,2,60,-10,0,0,0,0,0,0,1001,1,
1,0,60,-12,0,0,0,0,0,0,0,0,
2,1,60,-12,0,0,0,0,0,0,0,0,
1,0,60,-12,0,0,0,0,0,0,0,0,
2,1,60,-12,0,0,0,0,0,0,0,0,
1,0,60,-12,0,0,0,0,0,0,0,0,
1,2,60,-12,0,0,0,0,0,0,1001,1,
1,0,60,-15,0,0,0,0,0,0,0,0,
2,1,60,-15,0,0,0,0,0,0,0,0,
1,0,60,-15,0,0,0,0,0,0,0,0,
2,1,60,-15,0,0,0,0,0,0,0,0,
1,0,60,-15,0,0,0,0,0,0,0,0,
1,2,60,-15,0,0,0,0,0,0,1001,1,
1,0,60,-18,0,0,0,0,0,0,0,0,
2,1,60,-18,0,0,0,0,0,0,0,0,
1,0,60,-18,0,0,0,0,0,0,0,0,
2,1,60,-18,0,0,0,0,0,0,0,0,
1,0,60,-18,0,0,0,0,0,0,0,0,
1,2,60,-18,0,0,0,0,0,0,1001,1,
1,0,60,-20,0,0,0,0,0,0,0,0,
2,1,60,-20,0,0,0,0,0,0,0,0,
1,0,60,-20,0,0,0,0,0,0,0,0,
2,1,60,-20,0,0,0,0,0,0,0,0,
1,0,60,-20,0,0,0,0,0,0,0,0,
1,2,60,-20,0,0,0,0,0,0,1001,1,
1,0,60,-20,0,0,0,1,0,1,0,0,
2,1,60,-20,0,0,0,1,0,1,0,0,
1,0,60,-20,0,0,0,1,0,1,0,0,
2,1,60,-20,0,0,0,1,0,1,0,0,
1,0,60,-20,0,0,0,1,0,1,0,0,
1,2,60,-20,0,0,0,1,0,1,1001,1,
1,0,60,-20,0,0,0,2,0,1,0,0,
2,1,60,-20,0,0,0,2,0,1,0,0,
1,0,60,-20,0,0,0,2,0,1,0,0,
2,1,60,-20,0,0,0,2,0,1,0,0,
1,0,60,-20,0,0,0,2,0,1,0,0,
1,2,60,-20,0,0,0,2,0,1,1001,1,
1,0,60,-20,0,0,0,3,0,1,0,0,
2,1,60,-20,0,0,0,3,0,1,0,0,
1,0,60,-20,0,0,0,3,0,1,0,0,
2,1,60,-20,0,0,0,3,0,1,0,0,
1,0,60,-20,0,0,0,3,0,1,0,0,
1,2,60,-20,0,0,0,3,0,1,1001,1,
1,0,60,-20,0,0,0,4,0,1,0,0,
2,1,60,-20,0,0,0,4,0,1,0,0,
1,0,60,-20,0,0,0,4,0,1,0,0,
2,1,60,-20,0,0,0,4,0,1,0,0,
1,0,60,-20,0,0,0,4,0,1,0,0,
1,2,60,-20,0,0,0,4,0,1,1001,1,
1,0,60,-20,0,0,0,5,0,1,0,0,
2,1,60,-20,0,0,0,5,0,1,0,0,
1,0,60,-20,0,0,0,5,0,1,0,0,
2,1,60,-20,0,0,0,5,0,1,0,0,
1,0,60,-20,0,0,0,5,0,1,0,0,
1,2,60,-20,0,0,0,5,0,1,1001, 1 

