goldcool, 634,49,
"男鼠1001",1001,1,1,1,0,0,0,0,0,5,5,5,5,121.125,78,100,14.1,14.1,14.1,5,7.5,7.5,7.8,15.6,15.6,15.45,5,5,0,0,0,0,0,0,940,940,1040,1030,1000,1040,1000,950,1040,0,0,1001,1,"哈哈，真好啊",
"女鼠1002",1002,1,1,1,0,0,0,0,0,5,5,5,5,121.125,78,100,14.1,14.1,14.1,5,7.5,7.5,7.8,15.6,15.6,15.45,5,5,0,0,0,0,0,0,940,940,1040,1030,1000,1040,1000,950,1040,0,0,1002,2,"哈哈，真好啊",
"男牛1003",1003,1,2,1,0,0,0,0,0,5,5,5,5,133.875,75,100,15,15,15.75,5,7.5,7.05,7.125,14.1,14.1,15,5,5,0,0,0,0,0,0,1000,1050,940,1000,940,950,1000,1050,1000,0,0,1003,3,"哈哈，真好啊",
"女牛1004",1004,1,2,1,0,0,0,0,0,5,5,5,5,133.875,75,100,15,15,15.75,5,7.5,7.05,7.125,14.1,14.1,15,5,5,0,0,0,0,0,0,1000,1050,940,1000,940,950,1000,1050,1000,0,0,1004,4,"哈哈，真好啊",
"男虎1005",1005,1,3,1,0,0,0,0,0,5,5,5,5,127.5,71.25,100,15.75,15.75,15,5,7.5,7.725,7.5,15,15,14.4,5,5,0,0,0,0,0,0,1050,1000,1000,960,1030,1000,1000,1000,950,0,0,1005,5,"哈哈，真好啊",
"女虎1006",1006,1,3,1,0,0,0,0,0,5,5,5,5,127.5,71.25,100,15.75,15.75,15,5,7.5,7.725,7.5,15,15,14.4,5,5,0,0,0,0,0,0,1050,1000,1000,960,1030,1000,1000,1000,950,0,0,1006,6,"哈哈，真好啊",
"女兔1007",1007,1,4,1,0,0,0,0,0,5,5,5,5,119.85,77.25,100,14.4,14.4,14.4,5,7.875,7.5,7.5,15,15,15,5,5,0,0,0,0,0,0,960,960,1000,1000,1000,1000,1050,940,1030,0,0,1007,7,"哈哈，真好啊",
"男兔1008",1008,1,4,1,0,0,0,0,0,5,5,5,5,119.85,77.25,100,14.4,14.4,14.4,5,7.875,7.5,7.5,15,15,15,5,5,0,0,0,0,0,0,960,960,1000,1000,1000,1000,1050,940,1030,0,0,1008,8,"哈哈，真好啊",
"男龙1009",1009,1,5,1,0,0,0,0,0,5,5,5,5,127.5,70.5,100,15.6,15.6,15,5,7.05,7.2,7.05,15.75,15.75,15.6,5,5,0,0,0,0,0,0,1040,1000,1050,1040,960,940,940,1000,940,0,0,1009,9,"哈哈，真好啊",
"女龙1010",1010,1,5,1,0,0,0,0,0,5,5,5,5,127.5,70.5,100,15.6,15.6,15,5,7.05,7.2,7.05,15.75,15.75,15.6,5,5,0,0,0,0,0,0,1040,1000,1050,1040,960,940,940,1000,940,0,0,1010,10,"哈哈，真好啊",
"男蛇1011",1011,1,6,1,0,0,0,0,0,5,5,5,5,127.5,75,100,15,15,14.25,5,7.5,7.5,7.5,15.45,15.45,15.75,5,5,0,0,0,0,0,0,1000,950,1030,1050,1000,1000,1000,1000,1000,0,0,1011,11,"哈哈，真好啊",
"女蛇1012",1012,1,6,1,0,0,0,0,0,5,5,5,5,127.5,75,100,15,15,14.25,5,7.5,7.5,7.5,15.45,15.45,15.75,5,5,0,0,0,0,0,0,1000,950,1030,1050,1000,1000,1000,1000,1000,0,0,1012,12,"哈哈，真好啊",
"男马1013",1013,1,7,1,0,0,0,0,0,5,5,5,5,131.325,75,100,15,15,15.6,5,7.725,7.5,7.5,14.25,14.25,15,5,5,0,0,0,0,0,0,1000,1040,950,1000,1000,1000,1030,1030,1000,0,0,1013,13,"哈哈，真好啊",
"女马1014",1014,1,7,1,0,0,0,0,0,5,5,5,5,131.325,75,100,15,15,15.6,5,7.725,7.5,7.5,14.25,14.25,15,5,5,0,0,0,0,0,0,1000,1040,950,1000,1000,1000,1030,1030,1000,0,0,1014,14,"哈哈，真好啊",
