goldcool, 114,40,
"男鼠1001",1001,1,1,1,0,0,0,0,0,20,10,25,5,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1001,1,
"女鼠1002",1002,1,1,1,0,0,0,0,0,20,10,25,5,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1002,2,
"男牛1003",1003,1,2,1,0,0,0,0,0,10,20,18,12,180,120,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1003,3,
"女牛1004",1004,1,2,1,0,0,0,0,0,10,20,18,12,180,120,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1004,4,
"男虎1005",1005,1,3,1,0,0,0,0,0,15,10,20,15,200,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1005,5,
"女虎1006",1006,1,3,1,0,0,0,0,0,15,10,20,15,200,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1006,6,
"女兔1007",1007,1,4,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1007,7,
"男兔1008",1008,1,4,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1008,8,
"男龙1009",1009,1,5,1,0,0,0,0,0,20,10,25,5,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1009,9,
"女龙1010",1010,1,5,1,0,0,0,0,0,20,10,25,5,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1010,10,
"男蛇1011",1011,1,6,1,0,0,0,0,0,10,20,18,12,180,120,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1011,11,
"女蛇1012",1012,1,6,1,0,0,0,0,0,10,20,18,12,180,120,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1012,12,
"男马1013",1013,1,7,1,0,0,0,0,0,15,10,20,15,200,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1013,13,
"女马1014",1014,1,7,1,0,0,0,0,0,15,10,20,15,200,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1014,14,
"南羊1015",1015,1,8,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1015,15,
"女羊1016",1016,1,8,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1016,16,
"男猴1017",1017,1,9,1,0,0,0,0,0,20,10,25,5,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1017,17,
"女猴1018",1018,1,9,1,0,0,0,0,0,20,10,25,5,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1018,18,
"男鸡1019",1019,1,10,1,0,0,0,0,0,10,20,18,12,180,120,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1019,19,
"女鸡1020",1020,1,10,1,0,0,0,0,0,10,20,18,12,180,120,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1020,20,
"男狗1021",1021,1,11,1,0,0,0,0,0,15,10,20,15,200,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1021,21,
"女狗1022",1022,1,11,1,0,0,0,0,0,15,10,20,15,200,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1022,22,
"男猪1023",1023,1,12,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1023,23,
"女猪1024",1024,1,12,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,1024,24,
"鼠1",2001,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2001,24,
"牛1",2002,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2002,24,
"虎1",2003,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2003,24,
"兔1",2004,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2004,24,
"龙1",2005,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2005,24,
"蛇1",2006,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2006,24,
"马1",2007,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2007,24,
"羊1",2008,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2008,24,
"猴1",2009,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2009,24,
"鸡1",2010,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2010,24,
"狗1",2011,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2011,24,
"猪1",2012,2,1,1,0,0,0,0,0,10,10,15,15,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,400,500,600,700,800,900,2012,24,
