goldcool, 10,34,
1103,"血流成河",1,0,40,1,2,1,-1,3,25,0,0,0,0,50,200,0,50,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",2,0,60,1,2,1,-1,3,41,0,0,0,0,50,400,0,55,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",3,0,80,1,2,1,-1,3,45,0,0,0,0,50,600,0,60,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",4,0,100,1,2,1,-1,3,52,0,0,0,0,50,800,0,65,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",5,0,120,1,2,1,-1,3,71,0,0,0,0,50,1000,0,70,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",6,0,140,1,2,1,-1,3,77,0,0,0,0,50,1200,0,75,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",7,0,160,1,2,1,-1,3,82,0,0,0,0,50,1400,0,80,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",8,0,180,1,2,1,-1,3,100,0,0,0,0,50,1600,0,85,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",9,0,200,1,2,1,-1,3,105,0,0,0,0,50,1800,0,90,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1,80,
1103,"血流成河",10,0,220,1,2,1,-1,3,109,0,0,0,0,50,2000,0,95,1,0,0,1009,1008,1010,0,-1,0,56,50,57,50,1, 80 
